OrderID,SalesPersonID,CustomerID,OrderDate,ShipDate,ShippingMethod,ShipMethodID,PaymentMethodID,Freight,TotalSubTotal,TotalTax/Order,TotalDue
ORD-0007487,12,1713,11-03-23,18-03-23,Standard Shipping,1,2,5,763.34,53.43,821.77
ORD-0007488,21,2743,22-03-23,29-03-23,Standard Shipping,1,1,5,107.59,7.53,120.12
ORD-0007489,3,1568,22-09-23,25-09-23,Express Shipping,2,1,15,506.16,35.43,556.59
ORD-0007490,12,2366,01-09-23,08-09-23,Standard Shipping,1,1,5,532.35,37.27,574.62
ORD-0007491,18,2243,21-10-24,28-10-24,Standard Shipping,1,2,5,272.14,19.05,296.19
ORD-0007492,17,192,05-06-24,12-06-24,Standard Shipping,1,1,5,219.15,15.34,239.49
ORD-0007493,26,2358,23-09-23,30-09-23,Standard Shipping,1,1,5,330.78,23.15,358.93
ORD-0007494,13,2764,26-09-23,03-10-23,Standard Shipping,1,2,5,472.5,33.08,510.58
ORD-0007495,20,2906,08-01-24,15-01-24,Standard Shipping,1,2,5,345.87,24.21,375.08
ORD-0007496,5,1390,22-06-24,29-06-24,Standard Shipping,1,2,5,410.67,28.75,444.42
ORD-0007497,13,52,02-12-24,09-12-24,Standard Shipping,1,2,5,636.92,44.58,686.5
ORD-0007498,5,110,29-07-23,05-08-23,Standard Shipping,1,1,5,206.3,14.44,225.74
ORD-0007499,11,2841,13-01-23,20-01-23,Standard Shipping,1,2,5,529.05,37.03,571.08
ORD-0007500,9,1127,03-01-23,10-01-23,Standard Shipping,1,1,5,94.7,6.63,106.33
ORD-0007501,7,1529,08-01-23,08-01-23,Pickup,3,1,0,43.94,3.08,47.02
ORD-0007502,10,3398,13-11-23,13-11-23,Pickup,3,2,0,328,22.96,350.96
ORD-0007503,25,597,23-03-24,30-03-24,Standard Shipping,1,1,5,141.43,9.9,156.33
ORD-0007504,8,3454,25-03-23,01-04-23,Standard Shipping,1,1,5,184.4,12.91,202.31
ORD-0007505,20,461,07-12-23,14-12-23,Standard Shipping,1,2,5,128.43,8.99,142.42
ORD-0007506,22,2206,25-05-24,01-06-24,Standard Shipping,1,1,5,388.71,27.21,420.92
ORD-0007507,30,2143,30-11-24,07-12-24,Standard Shipping,1,2,5,531.76,37.23,573.99
ORD-0007508,3,2849,12-08-23,12-08-23,Pickup,3,1,0,522.82,36.59,559.41
ORD-0007509,6,2512,19-05-23,26-05-23,Standard Shipping,1,1,5,252.86,17.7,275.56
ORD-0007510,8,1718,08-09-24,15-09-24,Standard Shipping,1,1,5,762.88,53.4,821.28
ORD-0007511,18,3412,11-06-23,18-06-23,Standard Shipping,1,2,5,71.9,5.03,81.93
ORD-0007512,14,443,08-04-24,15-04-24,Standard Shipping,1,1,5,536.82,37.58,579.4
ORD-0007513,8,1229,25-01-24,25-01-24,Pickup,3,2,0,997.04,69.8,1066.84
ORD-0007514,18,2538,14-07-24,17-07-24,Express Shipping,2,2,15,255.74,17.9,288.64
ORD-0007515,25,939,17-06-23,24-06-23,Standard Shipping,1,2,5,678.28,47.48,730.76
ORD-0007516,26,1325,06-12-23,06-12-23,Pickup,3,1,0,399.53,27.96,427.49
ORD-0007517,9,3132,05-11-24,08-11-24,Express Shipping,2,1,15,292.9,20.5,328.4
ORD-0007518,29,1353,23-01-23,30-01-23,Standard Shipping,1,2,5,265.44,18.58,289.02
ORD-0007519,14,3002,23-05-24,30-05-24,Standard Shipping,1,2,5,227.37,15.92,248.29
ORD-0007520,21,3365,19-04-23,26-04-23,Standard Shipping,1,1,5,661.77,46.32,713.09
ORD-0007521,20,798,04-05-23,11-05-23,Standard Shipping,1,2,5,936.16,65.53,1006.69
ORD-0007522,16,724,15-12-23,22-12-23,Standard Shipping,1,2,5,404.19,28.29,437.48
ORD-0007523,21,2939,14-07-24,21-07-24,Standard Shipping,1,2,5,408.18,28.57,441.75
ORD-0007524,20,486,13-01-24,20-01-24,Standard Shipping,1,2,5,689.57,48.27,742.84
ORD-0007525,2,773,22-10-23,29-10-23,Standard Shipping,1,2,5,407.34,28.51,440.85
ORD-0007526,23,2232,09-09-23,09-09-23,Pickup,3,2,0,224.4,15.71,240.11
ORD-0007527,18,628,27-04-24,27-04-24,Pickup,3,1,0,319.71,22.38,342.09
ORD-0007528,28,270,06-03-24,13-03-24,Standard Shipping,1,2,5,361.65,25.31,391.96
ORD-0007529,2,2640,29-07-24,05-08-24,Standard Shipping,1,1,5,977.4,68.42,1050.82
ORD-0007530,23,632,26-11-24,03-12-24,Standard Shipping,1,1,5,208.18,14.57,227.75
ORD-0007531,3,2660,12-08-24,19-08-24,Standard Shipping,1,2,5,732.27,51.26,788.53
ORD-0007532,3,550,26-04-24,03-05-24,Standard Shipping,1,2,5,376.07,26.32,407.39
ORD-0007533,15,3224,18-02-23,25-02-23,Standard Shipping,1,1,5,660.3,46.22,711.52
ORD-0007534,15,814,06-03-24,13-03-24,Standard Shipping,1,1,5,557.07,38.99,601.06
ORD-0007535,28,1047,16-12-23,23-12-23,Standard Shipping,1,2,5,1260.58,88.24,1353.82
ORD-0007536,4,3364,13-05-23,20-05-23,Standard Shipping,1,1,5,245.46,17.18,267.64
ORD-0007537,10,2040,11-09-23,18-09-23,Standard Shipping,1,2,5,234.84,16.44,256.28
ORD-0007538,13,911,21-07-24,24-07-24,Express Shipping,2,1,15,510,35.7,560.7
ORD-0007539,2,3204,05-05-23,12-05-23,Standard Shipping,1,1,5,486.07,34.02,525.09
ORD-0007540,8,701,03-03-24,06-03-24,Express Shipping,2,1,15,852.78,59.69,927.47
ORD-0007541,23,2903,03-12-24,10-12-24,Standard Shipping,1,2,5,79.55,5.57,90.12
ORD-0007542,6,1507,01-12-24,04-12-24,Express Shipping,2,1,15,151.52,10.61,177.13
ORD-0007543,11,2191,27-08-23,03-09-23,Standard Shipping,1,1,5,314.14,21.99,341.13
ORD-0007544,27,100,27-08-23,03-09-23,Standard Shipping,1,1,5,595.72,41.7,642.42
ORD-0007545,10,1127,20-07-23,27-07-23,Standard Shipping,1,1,5,458.12,32.07,495.19
ORD-0007546,6,565,26-02-24,26-02-24,Pickup,3,2,0,318.18,22.27,340.45
ORD-0007547,16,1294,29-09-24,06-10-24,Standard Shipping,1,1,5,403.77,28.26,437.03
ORD-0007548,25,1190,05-06-23,12-06-23,Standard Shipping,1,1,5,67.8,4.75,77.55
ORD-0007549,10,2367,24-04-23,01-05-23,Standard Shipping,1,2,5,190.68,13.35,209.03
ORD-0007550,16,2927,12-11-24,19-11-24,Standard Shipping,1,1,5,444.72,31.13,480.85
ORD-0007551,14,2241,03-05-23,06-05-23,Express Shipping,2,2,15,256.89,17.98,289.87
ORD-0007552,10,1896,30-06-23,07-07-23,Standard Shipping,1,1,5,256.96,17.98,279.94
ORD-0007553,6,405,22-09-23,22-09-23,Pickup,3,2,0,251.57,17.61,269.18
ORD-0007554,1,1462,23-01-23,30-01-23,Standard Shipping,1,2,5,402.84,28.2,436.04
ORD-0007555,3,1945,20-05-24,27-05-24,Standard Shipping,1,1,5,451.75,31.63,488.38
ORD-0007556,17,2501,27-06-23,30-06-23,Express Shipping,2,2,15,694.4,48.61,758.01
ORD-0007557,16,1711,20-11-23,27-11-23,Standard Shipping,1,2,5,418.01,29.26,452.27
ORD-0007558,26,644,23-03-24,30-03-24,Standard Shipping,1,2,5,740.93,51.87,797.8
ORD-0007559,9,1828,29-01-24,05-02-24,Standard Shipping,1,1,5,897.11,62.81,964.92
ORD-0007560,2,2565,20-04-24,27-04-24,Standard Shipping,1,1,5,19.18,1.34,25.52
ORD-0007561,9,1928,05-08-23,12-08-23,Standard Shipping,1,1,5,468.8,32.82,506.62
ORD-0007562,20,2001,21-10-24,28-10-24,Standard Shipping,1,1,5,702.02,49.13,756.15
ORD-0007563,3,3534,07-01-23,14-01-23,Standard Shipping,1,1,5,164.03,11.48,180.51
ORD-0007564,2,1071,21-08-24,28-08-24,Standard Shipping,1,1,5,161.31,11.29,177.6
ORD-0007565,17,541,01-09-24,08-09-24,Standard Shipping,1,1,5,461.8,32.33,499.13
ORD-0007566,11,1456,18-07-23,18-07-23,Pickup,3,2,0,135.36,9.48,144.84
ORD-0007567,19,2710,05-09-23,12-09-23,Standard Shipping,1,2,5,567.51,39.73,612.24
ORD-0007568,17,2177,14-09-24,21-09-24,Standard Shipping,1,2,5,48.32,3.38,56.7
ORD-0007569,27,2482,03-06-24,03-06-24,Pickup,3,2,0,790.28,55.32,845.6
ORD-0007570,12,3348,07-10-23,14-10-23,Standard Shipping,1,2,5,753.4,52.73,811.13
ORD-0007571,11,486,22-06-23,22-06-23,Pickup,3,1,0,460.69,32.25,492.94
ORD-0007572,11,2059,09-10-23,16-10-23,Standard Shipping,1,1,5,686.51,48.06,739.57
ORD-0007573,27,3401,01-12-24,08-12-24,Standard Shipping,1,2,5,649,45.43,699.43
ORD-0007574,17,1507,26-08-24,02-09-24,Standard Shipping,1,2,5,677.58,47.44,730.02
ORD-0007575,10,1112,30-11-23,07-12-23,Standard Shipping,1,1,5,836.35,58.54,899.89
ORD-0007576,18,119,02-02-23,09-02-23,Standard Shipping,1,1,5,283.19,19.82,308.01
ORD-0007577,1,1941,01-03-24,08-03-24,Standard Shipping,1,1,5,259.32,18.15,282.47
ORD-0007578,24,631,12-04-23,19-04-23,Standard Shipping,1,1,5,478.89,33.52,517.41
ORD-0007579,21,871,07-07-24,10-07-24,Express Shipping,2,2,15,114.42,8.01,137.43
ORD-0007580,4,138,02-05-24,09-05-24,Standard Shipping,1,1,5,398.21,27.87,431.08
ORD-0007581,20,2328,05-08-24,08-08-24,Express Shipping,2,1,15,771.55,54.01,840.56
ORD-0007582,15,3036,27-12-23,27-12-23,Pickup,3,1,0,301.42,21.1,322.52
ORD-0007583,28,691,23-10-23,26-10-23,Express Shipping,2,1,15,991.74,69.43,1076.17
ORD-0007584,9,1770,03-01-23,10-01-23,Standard Shipping,1,2,5,217.47,15.22,237.69
ORD-0007585,8,2640,08-07-24,08-07-24,Pickup,3,1,0,1070.96,74.97,1145.93
ORD-0007586,8,1122,05-09-24,05-09-24,Pickup,3,2,0,554.04,38.78,592.82
ORD-0007587,15,2419,03-12-23,10-12-23,Standard Shipping,1,2,5,409.11,28.64,442.75
ORD-0007588,4,2140,29-07-24,01-08-24,Express Shipping,2,2,15,422.91,29.6,467.51
ORD-0007589,20,2279,20-01-24,27-01-24,Standard Shipping,1,2,5,671.82,47.03,723.85
ORD-0007590,19,504,09-12-24,12-12-24,Express Shipping,2,1,15,633.14,44.32,692.46
ORD-0007591,16,2342,16-02-24,23-02-24,Standard Shipping,1,1,5,329.64,23.07,357.71
ORD-0007592,8,2180,23-08-23,30-08-23,Standard Shipping,1,1,5,390.3,27.32,422.62
ORD-0007593,5,2343,11-01-23,18-01-23,Standard Shipping,1,2,5,1087.66,76.13,1168.79
ORD-0007594,1,1038,02-12-24,02-12-24,Pickup,3,1,0,1085.49,75.98,1161.47
ORD-0007595,10,279,01-03-23,01-03-23,Pickup,3,1,0,114.38,8.01,122.39
ORD-0007596,14,2166,22-07-23,29-07-23,Standard Shipping,1,1,5,909.39,63.66,978.05
ORD-0007597,16,2949,16-08-23,23-08-23,Standard Shipping,1,2,5,132.83,9.3,147.13
ORD-0007598,19,3109,22-03-24,22-03-24,Pickup,3,1,0,883.69,61.86,945.55
ORD-0007599,26,950,04-10-23,07-10-23,Express Shipping,2,2,15,748.7,52.4,816.1
ORD-0007600,8,2959,27-06-24,04-07-24,Standard Shipping,1,2,5,702.86,49.2,757.06
ORD-0007601,4,3428,07-01-23,14-01-23,Standard Shipping,1,2,5,237.64,16.64,259.28
ORD-0007602,2,2690,17-09-23,24-09-23,Standard Shipping,1,2,5,528.58,37.01,570.59
ORD-0007603,19,2308,05-03-24,12-03-24,Standard Shipping,1,1,5,921.1,64.48,990.58
ORD-0007604,17,3100,29-06-24,06-07-24,Standard Shipping,1,1,5,586.93,41.08,633.01
ORD-0007605,9,2144,30-10-24,30-10-24,Pickup,3,2,0,574.05,40.18,614.23
ORD-0007606,22,3469,08-06-24,11-06-24,Express Shipping,2,1,15,742.77,52,809.77
ORD-0007607,4,1431,13-01-23,13-01-23,Pickup,3,1,0,405.41,28.38,433.79
ORD-0007608,21,2083,23-09-24,23-09-24,Pickup,3,1,0,545.25,38.16,583.41
ORD-0007609,16,3279,14-01-23,21-01-23,Standard Shipping,1,1,5,921.22,64.48,990.7
ORD-0007610,14,2121,28-12-23,04-01-24,Standard Shipping,1,2,5,708.78,49.61,763.39
ORD-0007611,8,610,30-05-23,06-06-23,Standard Shipping,1,1,5,199.13,13.94,218.07
ORD-0007612,14,2837,05-11-24,05-11-24,Pickup,3,2,0,170.68,11.95,182.63
ORD-0007613,17,1224,06-10-23,13-10-23,Standard Shipping,1,1,5,478.42,33.49,516.91
ORD-0007614,29,2575,13-07-23,13-07-23,Pickup,3,1,0,137.14,9.6,146.74
ORD-0007615,30,2510,16-11-23,19-11-23,Express Shipping,2,1,15,413.03,28.92,456.95
ORD-0007616,22,990,03-06-24,10-06-24,Standard Shipping,1,1,5,769.27,53.84,828.11
ORD-0007617,29,669,12-02-24,19-02-24,Standard Shipping,1,2,5,106.1,7.43,118.53
ORD-0007618,4,3021,27-10-24,27-10-24,Pickup,3,1,0,1096.39,76.75,1173.14
ORD-0007619,11,2771,07-11-23,14-11-23,Standard Shipping,1,1,5,660.83,46.26,712.09
ORD-0007620,11,3513,15-12-24,15-12-24,Pickup,3,1,0,572.66,40.08,612.74
ORD-0007621,8,1236,24-01-24,31-01-24,Standard Shipping,1,2,5,138.19,9.67,152.86
ORD-0007622,5,681,16-04-24,23-04-24,Standard Shipping,1,1,5,114.42,8.01,127.43
ORD-0007623,22,2675,10-01-23,17-01-23,Standard Shipping,1,2,5,286.86,20.08,311.94
ORD-0007624,1,1093,19-11-24,26-11-24,Standard Shipping,1,2,5,181.19,12.68,198.87
ORD-0007625,26,1419,14-02-23,21-02-23,Standard Shipping,1,1,5,83.7,5.86,94.56
ORD-0007626,13,2247,02-02-24,09-02-24,Standard Shipping,1,1,5,416.66,29.16,450.82
ORD-0007627,24,831,24-04-24,01-05-24,Standard Shipping,1,2,5,95.74,6.7,107.44
ORD-0007628,10,3496,05-03-24,05-03-24,Pickup,3,2,0,154.45,10.8,165.25
ORD-0007629,10,1237,15-08-23,22-08-23,Standard Shipping,1,1,5,976.94,68.38,1050.32
ORD-0007630,8,5,22-05-24,22-05-24,Pickup,3,2,0,565.3,39.58,604.88
ORD-0007631,25,3363,03-04-23,10-04-23,Standard Shipping,1,1,5,804.3,56.31,865.61
ORD-0007632,11,2791,19-09-24,26-09-24,Standard Shipping,1,1,5,703.62,49.25,757.87
ORD-0007633,12,2743,13-03-24,20-03-24,Standard Shipping,1,1,5,28.91,2.02,35.93
ORD-0007634,16,1801,23-05-24,23-05-24,Pickup,3,2,0,291.24,20.39,311.63
ORD-0007635,16,3514,28-07-23,04-08-23,Standard Shipping,1,1,5,591.06,41.37,637.43
ORD-0007636,17,1225,24-03-23,31-03-23,Standard Shipping,1,1,5,725.46,50.78,781.24
ORD-0007637,2,2314,21-01-23,28-01-23,Standard Shipping,1,1,5,624.32,43.71,673.03
ORD-0007638,21,2323,09-01-24,12-01-24,Express Shipping,2,1,15,515.37,36.07,566.44
ORD-0007639,17,2979,19-07-23,19-07-23,Pickup,3,1,0,545.61,38.19,583.8
ORD-0007640,16,476,23-01-23,30-01-23,Standard Shipping,1,2,5,584.56,40.93,630.49
ORD-0007641,25,3461,12-07-23,19-07-23,Standard Shipping,1,2,5,405.01,28.35,438.36
ORD-0007642,29,2766,27-09-23,04-10-23,Standard Shipping,1,2,5,736.89,51.59,793.48
ORD-0007643,20,1184,25-01-24,01-02-24,Standard Shipping,1,1,5,562.54,39.37,606.91
ORD-0007644,9,3453,01-01-24,08-01-24,Standard Shipping,1,2,5,647.17,45.3,697.47
ORD-0007645,8,3443,14-02-24,21-02-24,Standard Shipping,1,2,5,316.43,22.15,343.58
ORD-0007646,18,1445,01-10-24,08-10-24,Standard Shipping,1,2,5,421.68,29.52,456.2
ORD-0007647,19,496,28-10-23,04-11-23,Standard Shipping,1,2,5,77.82,5.45,88.27
ORD-0007648,18,1462,31-03-23,03-04-23,Express Shipping,2,1,15,640.89,44.86,700.75
ORD-0007649,30,303,23-11-24,30-11-24,Standard Shipping,1,2,5,505.25,35.35,545.6
ORD-0007650,4,1396,02-11-24,09-11-24,Standard Shipping,1,1,5,1025.2,71.75,1101.95
ORD-0007651,5,515,16-10-24,23-10-24,Standard Shipping,1,2,5,140.84,9.86,155.7
ORD-0007652,8,59,20-11-24,27-11-24,Standard Shipping,1,1,5,1312.7,91.89,1409.59
ORD-0007653,4,509,03-10-23,10-10-23,Standard Shipping,1,1,5,219.6,15.37,239.97
ORD-0007654,28,1336,20-03-24,27-03-24,Standard Shipping,1,1,5,383.35,26.83,415.18
ORD-0007655,30,1754,06-11-23,13-11-23,Standard Shipping,1,1,5,372.18,26.05,403.23
ORD-0007656,25,2453,05-10-23,12-10-23,Standard Shipping,1,1,5,459.82,32.19,497.01
ORD-0007657,19,458,16-04-23,23-04-23,Standard Shipping,1,2,5,583.99,40.88,629.87
ORD-0007658,15,265,26-01-24,02-02-24,Standard Shipping,1,1,5,969.36,67.84,1042.2
ORD-0007659,1,2122,02-11-24,09-11-24,Standard Shipping,1,1,5,663.23,46.43,714.66
ORD-0007660,30,3228,30-08-24,06-09-24,Standard Shipping,1,1,5,1020.09,71.41,1096.5
ORD-0007661,12,3365,27-12-24,03-01-25,Standard Shipping,1,1,5,123.9,8.67,137.57
ORD-0007662,3,3190,18-01-23,18-01-23,Pickup,3,1,0,732.92,51.3,784.22
ORD-0007663,8,2717,18-10-23,25-10-23,Standard Shipping,1,2,5,447.73,31.34,484.07
ORD-0007664,15,3226,30-07-24,02-08-24,Express Shipping,2,1,15,1073.48,75.14,1163.62
ORD-0007665,27,974,11-03-24,18-03-24,Standard Shipping,1,2,5,195.6,13.69,214.29
ORD-0007666,8,408,23-02-24,01-03-24,Standard Shipping,1,2,5,511.59,35.81,552.4
ORD-0007667,18,2690,15-03-23,22-03-23,Standard Shipping,1,2,5,907.97,63.55,976.52
ORD-0007668,18,1933,09-05-23,16-05-23,Standard Shipping,1,1,5,850.84,59.56,915.4
ORD-0007669,16,3429,11-06-24,14-06-24,Express Shipping,2,1,15,79.82,5.59,100.41
ORD-0007670,26,1415,30-08-24,06-09-24,Standard Shipping,1,2,5,334.5,23.42,362.92
ORD-0007671,22,554,03-03-23,03-03-23,Pickup,3,1,0,477.03,33.4,510.43
ORD-0007672,29,535,11-10-24,18-10-24,Standard Shipping,1,1,5,105.36,7.38,117.74
ORD-0007673,14,1215,22-01-23,29-01-23,Standard Shipping,1,1,5,1298.83,90.91,1394.74
ORD-0007674,4,1550,18-05-23,25-05-23,Standard Shipping,1,1,5,784.84,54.93,844.77
ORD-0007675,9,470,03-11-23,10-11-23,Standard Shipping,1,1,5,292.29,20.46,317.75
ORD-0007676,28,1248,16-01-24,19-01-24,Express Shipping,2,1,15,750.43,52.52,817.95
ORD-0007677,19,332,25-08-24,01-09-24,Standard Shipping,1,2,5,467.59,32.74,505.33
ORD-0007678,30,560,22-06-24,22-06-24,Pickup,3,2,0,586.02,41.02,627.04
ORD-0007679,26,2828,17-07-23,24-07-23,Standard Shipping,1,1,5,575.77,40.3,621.07
ORD-0007680,17,545,31-01-23,31-01-23,Pickup,3,2,0,730.14,51.11,781.25
ORD-0007681,27,1812,30-08-23,06-09-23,Standard Shipping,1,2,5,786.02,55.02,846.04
ORD-0007682,4,577,10-02-23,17-02-23,Standard Shipping,1,2,5,55.8,3.91,64.71
ORD-0007683,16,825,05-04-24,12-04-24,Standard Shipping,1,1,5,656.96,45.99,707.95
ORD-0007684,8,3032,09-12-24,16-12-24,Standard Shipping,1,1,5,98.5,6.89,110.39
ORD-0007685,5,1293,08-09-24,15-09-24,Standard Shipping,1,1,5,192.9,13.5,211.4
ORD-0007686,9,1162,25-05-23,01-06-23,Standard Shipping,1,1,5,61.99,4.34,71.33
ORD-0007687,14,1667,19-11-24,26-11-24,Standard Shipping,1,2,5,571.23,39.99,616.22
ORD-0007688,27,2011,23-10-24,26-10-24,Express Shipping,2,2,15,54.67,3.83,73.5
ORD-0007689,20,741,17-08-24,24-08-24,Standard Shipping,1,2,5,864.75,60.53,930.28
ORD-0007690,18,2627,02-12-24,09-12-24,Standard Shipping,1,2,5,970.38,67.92,1043.3
ORD-0007691,10,1353,25-09-24,02-10-24,Standard Shipping,1,2,5,262.84,18.39,286.23
ORD-0007692,2,1911,25-09-23,25-09-23,Pickup,3,1,0,563.57,39.45,603.02
ORD-0007693,17,613,09-06-24,16-06-24,Standard Shipping,1,1,5,263.25,18.43,286.68
ORD-0007694,16,1742,19-07-23,19-07-23,Pickup,3,2,0,425.26,29.77,455.03
ORD-0007695,10,1196,19-07-23,26-07-23,Standard Shipping,1,1,5,326.15,22.83,353.98
ORD-0007696,18,2532,12-02-23,12-02-23,Pickup,3,1,0,430.64,30.14,460.78
ORD-0007697,8,641,06-03-23,13-03-23,Standard Shipping,1,2,5,521.31,36.49,562.8
ORD-0007698,3,1931,18-09-24,21-09-24,Express Shipping,2,1,15,305.97,21.42,342.39
ORD-0007699,21,1153,22-07-24,29-07-24,Standard Shipping,1,2,5,786.23,55.04,846.27
ORD-0007700,5,2303,19-02-23,26-02-23,Standard Shipping,1,2,5,71.78,5.02,81.8
ORD-0007701,10,2275,25-08-23,01-09-23,Standard Shipping,1,2,5,387.21,27.1,419.31
ORD-0007702,29,2003,22-02-23,01-03-23,Standard Shipping,1,1,5,30.81,2.16,37.97
ORD-0007703,4,2502,20-11-23,27-11-23,Standard Shipping,1,1,5,555.08,38.86,598.94
ORD-0007704,8,1389,26-08-24,26-08-24,Pickup,3,1,0,222.86,15.6,238.46
ORD-0007705,1,1445,30-01-23,06-02-23,Standard Shipping,1,1,5,844.5,59.12,908.62
ORD-0007706,9,3186,29-01-23,05-02-23,Standard Shipping,1,1,5,741.44,51.9,798.34
ORD-0007707,6,2796,23-03-24,23-03-24,Pickup,3,1,0,192.99,13.51,206.5
ORD-0007708,11,3209,25-12-23,01-01-24,Standard Shipping,1,2,5,989.38,69.25,1063.63
ORD-0007709,10,1825,02-02-24,09-02-24,Standard Shipping,1,1,5,584.91,40.94,630.85
ORD-0007710,12,1060,23-07-24,23-07-24,Pickup,3,1,0,406.22,28.43,434.65
ORD-0007711,4,1383,12-01-23,19-01-23,Standard Shipping,1,1,5,275.98,19.32,300.3
ORD-0007712,26,1045,22-06-23,29-06-23,Standard Shipping,1,2,5,301.49,21.1,327.59
ORD-0007713,13,2174,15-08-23,18-08-23,Express Shipping,2,2,15,752.76,52.69,820.45
ORD-0007714,17,735,18-06-23,25-06-23,Standard Shipping,1,1,5,302.44,21.17,328.61
ORD-0007715,8,942,09-01-23,16-01-23,Standard Shipping,1,2,5,502.57,35.17,542.74
ORD-0007716,26,124,22-05-24,29-05-24,Standard Shipping,1,1,5,1038.05,72.66,1115.71
ORD-0007717,14,2091,04-10-23,11-10-23,Standard Shipping,1,2,5,1147.32,80.32,1232.64
ORD-0007718,4,3099,25-04-23,02-05-23,Standard Shipping,1,2,5,563.73,39.46,608.19
ORD-0007719,3,487,26-10-23,02-11-23,Standard Shipping,1,2,5,658.4,46.08,709.48
ORD-0007720,4,3432,13-12-24,20-12-24,Standard Shipping,1,2,5,254.96,17.84,277.8
ORD-0007721,12,1845,13-12-23,16-12-23,Express Shipping,2,1,15,390.03,27.3,432.33
ORD-0007722,14,1600,25-02-23,25-02-23,Pickup,3,2,0,104.16,7.29,111.45
ORD-0007723,7,1368,18-01-24,21-01-24,Express Shipping,2,1,15,385.05,26.95,427
ORD-0007724,3,1522,17-04-24,17-04-24,Pickup,3,1,0,315.21,22.06,337.27
ORD-0007725,14,1088,27-10-24,03-11-24,Standard Shipping,1,1,5,386.25,27.04,418.29
ORD-0007726,27,3482,09-03-24,16-03-24,Standard Shipping,1,1,5,866.24,60.63,931.87
ORD-0007727,4,2161,10-02-24,17-02-24,Standard Shipping,1,2,5,81.49,5.7,92.19
ORD-0007728,28,416,07-01-23,14-01-23,Standard Shipping,1,2,5,168.98,11.83,185.81
ORD-0007729,23,2437,22-06-24,29-06-24,Standard Shipping,1,2,5,538.32,37.68,581
ORD-0007730,8,823,20-08-23,20-08-23,Pickup,3,2,0,358.67,25.11,383.78
ORD-0007731,2,3311,30-07-24,06-08-24,Standard Shipping,1,1,5,417.78,29.24,452.02
ORD-0007732,2,2389,02-10-23,09-10-23,Standard Shipping,1,2,5,275.14,19.26,299.4
ORD-0007733,3,2705,22-09-24,25-09-24,Express Shipping,2,1,15,234.67,16.43,266.1
ORD-0007734,4,3448,26-06-24,26-06-24,Pickup,3,1,0,417.64,29.24,446.88
ORD-0007735,22,3191,08-03-24,15-03-24,Standard Shipping,1,2,5,306.69,21.47,333.16
ORD-0007736,10,1916,17-09-23,24-09-23,Standard Shipping,1,1,5,440.62,30.85,476.47
ORD-0007737,28,1016,16-02-24,19-02-24,Express Shipping,2,1,15,567.09,39.71,621.8
ORD-0007738,17,2477,06-11-23,13-11-23,Standard Shipping,1,1,5,353.67,24.76,383.43
ORD-0007739,23,596,27-09-23,04-10-23,Standard Shipping,1,2,5,94.05,6.58,105.63
ORD-0007740,3,131,26-09-24,29-09-24,Express Shipping,2,2,15,421.77,29.53,466.3
ORD-0007741,10,169,29-12-23,29-12-23,Pickup,3,1,0,310.87,21.76,332.63
ORD-0007742,7,2435,27-12-23,03-01-24,Standard Shipping,1,2,5,1027.44,71.92,1104.36
ORD-0007743,24,2356,05-08-23,12-08-23,Standard Shipping,1,1,5,628.07,43.97,677.04
ORD-0007744,14,452,02-12-24,02-12-24,Pickup,3,2,0,75.99,5.32,81.31
ORD-0007745,5,1341,25-05-23,01-06-23,Standard Shipping,1,1,5,126.76,8.88,140.64
ORD-0007746,17,1372,03-11-24,03-11-24,Pickup,3,1,0,800.32,56.02,856.34
ORD-0007747,2,839,06-02-24,09-02-24,Express Shipping,2,2,15,1016.04,71.13,1102.17
ORD-0007748,8,394,07-01-24,14-01-24,Standard Shipping,1,2,5,625.78,43.8,674.58
ORD-0007749,15,3298,29-01-24,05-02-24,Standard Shipping,1,2,5,437.08,30.6,472.68
ORD-0007750,26,2069,03-10-23,03-10-23,Pickup,3,2,0,99.15,6.94,106.09
ORD-0007751,18,1906,13-01-23,20-01-23,Standard Shipping,1,1,5,117.99,8.26,131.25
ORD-0007752,4,1456,24-03-23,31-03-23,Standard Shipping,1,1,5,1127.58,78.94,1211.52
ORD-0007753,28,191,16-03-24,23-03-24,Standard Shipping,1,1,5,261.69,18.32,285.01
ORD-0007754,27,3119,25-06-23,25-06-23,Pickup,3,1,0,607.83,42.55,650.38
ORD-0007755,18,3165,31-01-24,03-02-24,Express Shipping,2,1,15,131.4,9.2,155.6
ORD-0007756,21,777,06-07-23,13-07-23,Standard Shipping,1,2,5,582.24,40.75,627.99
ORD-0007757,16,715,26-07-23,02-08-23,Standard Shipping,1,2,5,284.28,19.9,309.18
ORD-0007758,16,1320,27-07-23,03-08-23,Standard Shipping,1,1,5,512.66,35.89,553.55
ORD-0007759,15,345,05-11-23,12-11-23,Standard Shipping,1,2,5,865.29,60.58,930.87
ORD-0007760,14,42,08-12-23,15-12-23,Standard Shipping,1,2,5,17.68,1.24,23.92
ORD-0007761,20,1639,05-12-24,12-12-24,Standard Shipping,1,1,5,626.79,43.88,675.67
ORD-0007762,19,3429,08-08-24,08-08-24,Pickup,3,1,0,448.76,31.41,480.17
ORD-0007763,18,1772,21-09-23,24-09-23,Express Shipping,2,1,15,277.73,19.44,312.17
