ProductID,ProductName,Brand,SubCategoryID,UsageFrequency,UnitPrice,Rating,NumberOfReviews,ProductSize,SkinType,GenderTarget,PackagingType,MainIngredient,CrueltyFree2,CountryOfOrigin
7342,Perfect Eye Shadow,Kiehl’s,6,Weekly,29.32,2.3,4795,250ml,Oily,Male,Compact,Hyaluronic Acid,0,Germany
7343,Super Lip Gloss,Charlotte Tilbury,20,Occasional,75.69,4.7,3396,150ml,Sensitive,Female,Stick,Retinol,1,USA
7344,Magic Bronzer,Kylie Cosmetics,21,Monthly,130.14,2.9,3614,200ml,Combination,Female,Tube,Shea Butter,1,Italy
7345,Magic Blush,Hourglass,24,Weekly,113.18,2.6,4429,200ml,Combination,Unisex,Tube,Salicylic Acid,0,UK
7346,Divine Serum,Sisley,2,Daily,101.85,2,5419,100ml,Combination,Unisex,Stick,Glycerin,1,UK
7347,Super Contour,Glossier,9,Monthly,71.32,3.2,9524,200ml,Combination,Unisex,Stick,Retinol,0,Italy
7348,Divine Highlighter,Anastasia Beverly Hills,18,Occasional,98.92,2.7,3415,50ml,Sensitive,Female,Stick,Salicylic Acid,0,Italy
7349,Divine BB Cream,Too Faced,9,Daily,33.61,1.7,5006,250ml,Dry,Unisex,Tube,Vitamin C,1,UK
7350,Super Lip Gloss,Kylie Cosmetics,6,Weekly,55.78,1.8,616,250ml,Combination,Female,Spray,Aloe Vera,1,UK
7351,Perfect Face Oil,Sisley,5,Weekly,77.3,1.4,2297,100ml,Combination,Male,Spray,Retinol,0,South Korea
7352,Divine Concealer,Farsali,12,Monthly,98.41,3.4,9932,50ml,Normal,Unisex,Spray,Retinol,1,USA
7353,Perfect Highlighter,Kiehl’s,21,Weekly,19.37,2.2,4812,30ml,Normal,Female,Bottle,Hyaluronic Acid,0,Japan
7354,Ultra Bronzer,Tatcha,23,Weekly,137.07,2.4,2830,200ml,Combination,Male,Stick,Retinol,1,South Korea
7355,Magic Eyeliner,KVD Beauty,22,Weekly,88.97,4.3,3567,30ml,Normal,Unisex,Jar,Salicylic Acid,1,Japan
7356,Super Eye Shadow,Kylie Cosmetics,10,Daily,46.56,2.5,1450,100ml,Combination,Unisex,Spray,Hyaluronic Acid,1,Germany
7357,Super Serum,Kiehl’s,7,Weekly,39.78,4.3,1813,150ml,Dry,Male,Stick,Aloe Vera,0,Germany
7358,Divine BB Cream,Natasha Denona,10,Monthly,82.83,2.9,1181,250ml,Dry,Female,Stick,Hyaluronic Acid,1,Italy
7359,Ultra Lipstick,Morphe,8,Monthly,43.06,4,9714,100ml,Sensitive,Female,Compact,Hyaluronic Acid,0,UK
7360,Perfect Eyeliner,Laura Mercier,23,Monthly,148.44,2.5,8086,250ml,Sensitive,Female,Jar,Salicylic Acid,1,Australia
7361,Magic Lip Liner,Sisley,9,Daily,90.09,1.1,1160,250ml,Oily,Male,Spray,Hyaluronic Acid,0,Australia
7362,Divine Highlighter,Rare Beauty,4,Daily,94.48,2,6140,30ml,Sensitive,Female,Stick,Glycerin,1,Australia
7363,Ultra Serum,Bobby Brown,21,Daily,147.01,3.2,843,100ml,Combination,Unisex,Bottle,Aloe Vera,0,USA
7364,Super Foundation,Make Up For Ever,1,Weekly,148.27,2.8,907,100ml,Combination,Female,Compact,Vitamin C,0,Germany
7365,Ultra Setting Spray,Danessa Myricks,5,Weekly,94.77,3.6,2454,250ml,Oily,Male,Jar,Vitamin C,1,UK
7366,Perfect Lip Gloss,Bite Beauty,5,Weekly,23.07,3.4,2283,50ml,Combination,Unisex,Spray,Hyaluronic Acid,1,South Korea
7367,Ultra Bronzer,Glossier,17,Occasional,66.76,3.4,6401,200ml,Oily,Unisex,Tube,Salicylic Acid,1,Australia
7368,Perfect Highlighter,NARS,2,Weekly,106.25,4.6,2227,250ml,Combination,Male,Stick,Vitamin C,0,Germany
7369,Super Makeup Remover,Shiseido,24,Daily,15.13,4.3,7150,150ml,Dry,Female,Jar,Shea Butter,0,France
7370,Divine Powder,RMS Beauty,21,Daily,47.93,3.6,5672,30ml,Dry,Female,Bottle,Salicylic Acid,0,France
7371,Divine Blush,E.l.f.,8,Monthly,46.59,3.4,6029,50ml,Combination,Male,Spray,Glycerin,1,USA
7372,Divine Lipstick,Fenty Beauty,12,Occasional,70.78,4.5,5465,200ml,Normal,Unisex,Stick,Hyaluronic Acid,1,Germany
7373,Divine Face Oil,Charlotte Tilbury,4,Weekly,78.08,1.2,9505,150ml,Oily,Female,Compact,Glycerin,1,Australia
7374,Perfect Bronzer,Drunk Elephant,6,Monthly,119.75,1,3628,250ml,Combination,Unisex,Compact,Glycerin,1,France
7375,Super Eye Shadow,IT Cosmetics,9,Monthly,62.99,1.8,656,150ml,Sensitive,Female,Jar,Salicylic Acid,0,South Korea
7376,Divine Primer,Drunk Elephant,23,Monthly,75.75,2.5,7798,100ml,Normal,Female,Jar,Vitamin C,1,France
7377,Divine Bronzer,Bourjois,16,Monthly,44.41,4,2552,150ml,Dry,Unisex,Jar,Aloe Vera,1,UK
7378,Magic Face Mask,KVD Beauty,11,Daily,131.41,1.4,3541,100ml,Sensitive,Unisex,Stick,Aloe Vera,0,Italy
7379,Divine Moisturizer,Huda Beauty,20,Weekly,60.6,1.4,3150,250ml,Normal,Female,Compact,Glycerin,0,France
7380,Magic Highlighter,Patrick Ta,19,Occasional,19.23,4.8,5472,100ml,Oily,Male,Spray,Aloe Vera,1,Italy
7381,Ultra Exfoliator,Bobby Brown,7,Daily,90.27,3.2,9242,30ml,Normal,Male,Compact,Shea Butter,1,South Korea
7382,Divine Lipstick,RMS Beauty,16,Weekly,33.94,4.2,8879,200ml,Normal,Female,Jar,Glycerin,0,Germany
7383,Divine Bronzer,Kiehl’s,10,Monthly,14.85,3.6,4985,100ml,Normal,Unisex,Compact,Retinol,0,Germany
7384,Ultra Lipstick,NARS,8,Daily,61.78,2.4,3677,50ml,Sensitive,Unisex,Bottle,Shea Butter,0,USA
7385,Super Moisturizer,Milk Makeup,7,Daily,24.18,4.7,1123,200ml,Combination,Unisex,Jar,Vitamin C,0,Japan
7386,Perfect Concealer,Make Up For Ever,20,Daily,37.92,1.3,8956,100ml,Normal,Unisex,Tube,Aloe Vera,1,USA
7387,Ultra Foundation,RMS Beauty,24,Monthly,130.28,4.2,3884,50ml,Combination,Female,Compact,Aloe Vera,1,Italy
7388,Super Exfoliator,Charlotte Tilbury,11,Weekly,146.82,2.6,897,30ml,Dry,Female,Bottle,Retinol,1,France
7389,Magic Bronzer,E.l.f.,18,Monthly,83.41,3.6,9000,30ml,Normal,Female,Bottle,Aloe Vera,1,Japan
7390,Perfect Serum,Farsali,4,Daily,95.22,2.9,9325,150ml,Oily,Male,Stick,Retinol,0,Germany
7391,Super Mascara,NARS,19,Monthly,106.09,2.9,2938,50ml,Dry,Male,Jar,Hyaluronic Acid,1,Japan
7392,Divine Face Mask,Drunk Elephant,19,Occasional,126.19,2.3,481,100ml,Sensitive,Female,Spray,Glycerin,0,USA
7393,Super Contour,Laura Mercier,10,Daily,14.31,5,6291,150ml,Combination,Female,Stick,Aloe Vera,0,Germany
7394,Ultra Foundation,Tatcha,13,Daily,48.26,3,9707,150ml,Normal,Male,Tube,Glycerin,0,Germany
7395,Super Setting Spray,Kiehl’s,22,Occasional,101.35,2.6,7232,30ml,Normal,Female,Jar,Hyaluronic Acid,1,South Korea
7396,Perfect Powder,Natasha Denona,17,Monthly,136.15,5,2716,150ml,Oily,Male,Stick,Shea Butter,1,USA
7397,Super Bronzer,Laura Mercier,1,Monthly,126.27,2.7,3707,250ml,Combination,Female,Bottle,Glycerin,0,Germany
7398,Perfect BB Cream,KVD Beauty,20,Daily,84.27,2.9,2601,200ml,Sensitive,Unisex,Bottle,Shea Butter,1,France
7399,Magic Mascara,Huda Beauty,9,Occasional,66,4.2,2473,100ml,Sensitive,Male,Tube,Glycerin,0,Germany
7400,Super Eye Shadow,Ilia Beauty,1,Monthly,36.08,3.6,5196,250ml,Combination,Male,Spray,Hyaluronic Acid,1,USA
7401,Perfect Eyeliner,Bite Beauty,23,Weekly,55.7,3,9370,100ml,Normal,Male,Tube,Hyaluronic Acid,1,Japan
7402,Divine Lipstick,Becca,2,Monthly,42.12,4.5,7707,200ml,Combination,Male,Tube,Glycerin,1,UK
7403,Magic Contour,Glossier,12,Weekly,92.39,3.4,4310,50ml,Sensitive,Unisex,Bottle,Vitamin C,0,USA
7404,Super Foundation,Clinique,23,Daily,121.53,3.4,3708,50ml,Sensitive,Unisex,Compact,Shea Butter,0,Japan
7405,Perfect Eye Shadow,Bite Beauty,18,Daily,18.09,2.7,6262,100ml,Combination,Female,Stick,Aloe Vera,1,Italy
7406,Super Powder,Pat McGrath Labs,5,Occasional,49.8,2.3,4509,150ml,Combination,Unisex,Bottle,Shea Butter,1,Germany
7407,Ultra Moisturizer,Milk Makeup,7,Occasional,121.5,2.3,9805,30ml,Dry,Male,Bottle,Aloe Vera,1,UK
7408,Super Lip Gloss,Kylie Cosmetics,6,Monthly,109.82,3.6,4972,200ml,Sensitive,Unisex,Stick,Aloe Vera,0,France
7409,Ultra Contour,ColourPop,1,Occasional,62.14,1,1141,50ml,Sensitive,Unisex,Spray,Hyaluronic Acid,0,Italy
7410,Magic Bronzer,Make Up For Ever,3,Monthly,57.48,3.5,3309,100ml,Sensitive,Male,Bottle,Vitamin C,0,Italy
7411,Magic Mascara,Anastasia Beverly Hills,17,Monthly,19.55,3.3,1002,30ml,Normal,Male,Bottle,Vitamin C,1,France
7412,Super Serum,Fenty Beauty,18,Daily,41.3,4.4,3621,50ml,Normal,Unisex,Tube,Retinol,0,Japan
7413,Super Serum,Perricone MD,15,Monthly,125.78,1.3,1049,50ml,Normal,Female,Stick,Aloe Vera,0,Japan
7414,Magic Eyeliner,Glossier,9,Weekly,15.74,2.4,6695,150ml,Sensitive,Female,Compact,Retinol,0,South Korea
7415,Ultra Eyeliner,Yves Saint Laurent,19,Occasional,43.35,3.6,1043,250ml,Dry,Female,Tube,Aloe Vera,0,Italy
7416,Divine Foundation,Make Up For Ever,14,Weekly,70.15,1.2,3783,100ml,Normal,Male,Stick,Retinol,0,Japan
7417,Super CC Cream,Make Up For Ever,21,Monthly,80.03,1.8,5833,30ml,Oily,Unisex,Stick,Vitamin C,1,UK
7418,Divine Powder,Pat McGrath Labs,1,Weekly,135.43,4.3,8222,250ml,Combination,Unisex,Compact,Hyaluronic Acid,1,UK
7419,Perfect Contour,Natasha Denona,9,Weekly,149.79,3.2,2342,100ml,Normal,Male,Bottle,Hyaluronic Acid,1,France
7420,Perfect Face Mask,Hourglass,18,Monthly,26.02,4.1,8870,200ml,Dry,Unisex,Compact,Shea Butter,0,France
7421,Divine Highlighter,ColourPop,8,Monthly,25.55,3.8,4633,30ml,Oily,Male,Stick,Salicylic Acid,0,South Korea
7422,Divine Serum,Urban Decay,4,Daily,48.78,2.6,3443,50ml,Sensitive,Unisex,Compact,Glycerin,0,UK
7423,Super Exfoliator,Clinique,20,Monthly,36.25,2.3,8778,150ml,Oily,Female,Spray,Salicylic Acid,0,Italy
7424,Super Bronzer,Sisley,7,Weekly,17.15,1.1,9009,50ml,Normal,Female,Compact,Retinol,1,South Korea
7425,Magic Mascara,Bite Beauty,2,Occasional,41.05,2.1,764,50ml,Dry,Unisex,Tube,Shea Butter,0,France
7426,Super Bronzer,Becca,12,Weekly,147.12,1.9,6332,250ml,Sensitive,Male,Compact,Retinol,0,South Korea
7427,Divine Primer,Yves Saint Laurent,10,Occasional,122.93,1.6,3844,250ml,Oily,Male,Stick,Vitamin C,0,Australia
7428,Divine Face Mask,Morphe,20,Weekly,35.28,2.7,7305,200ml,Oily,Male,Spray,Glycerin,0,Australia
7429,Super BB Cream,KVD Beauty,17,Weekly,34.45,1.4,545,200ml,Dry,Female,Tube,Vitamin C,1,Japan
7430,Divine Cleanser,Patrick Ta,24,Occasional,23.5,4.2,5145,150ml,Sensitive,Male,Compact,Vitamin C,1,USA
7431,Perfect Foundation,RMS Beauty,8,Monthly,65.64,3.9,2796,200ml,Combination,Female,Spray,Aloe Vera,1,France
7432,Perfect BB Cream,Tarte,20,Daily,79.38,4.2,3258,30ml,Oily,Male,Tube,Aloe Vera,1,USA
7433,Perfect Powder,RMS Beauty,2,Monthly,55.23,2.8,7411,250ml,Combination,Female,Bottle,Vitamin C,1,Italy
7434,Divine Contour,Milk Makeup,24,Monthly,105.2,2.9,1451,250ml,Dry,Female,Jar,Glycerin,0,Japan
7435,Super Lip Gloss,Milk Makeup,2,Monthly,54.65,4.1,9224,250ml,Combination,Unisex,Tube,Vitamin C,1,South Korea
7436,Divine Highlighter,E.l.f.,17,Monthly,95.07,1.7,8942,200ml,Sensitive,Male,Tube,Shea Butter,0,Australia
7437,Divine Makeup Remover,Ilia Beauty,14,Daily,100.33,2.8,3725,150ml,Oily,Unisex,Tube,Glycerin,0,Australia
7438,Perfect Eye Shadow,RMS Beauty,4,Occasional,17.91,1.2,8135,50ml,Dry,Unisex,Jar,Shea Butter,0,Japan
7439,Divine Blush,Kiehl’s,18,Weekly,59.1,2.6,2599,50ml,Combination,Male,Stick,Aloe Vera,1,France
7440,Ultra Foundation,Kylie Cosmetics,11,Occasional,27.66,3.7,7409,30ml,Normal,Unisex,Compact,Hyaluronic Acid,1,Australia
7441,Perfect Setting Spray,RMS Beauty,11,Occasional,58.37,2.2,9344,200ml,Normal,Male,Jar,Vitamin C,0,South Korea
7442,Perfect Powder,NARS,2,Monthly,26.9,3.7,8523,250ml,Sensitive,Female,Tube,Retinol,1,France
7443,Magic CC Cream,Farsali,18,Daily,38.7,4.9,1100,100ml,Combination,Female,Spray,Glycerin,0,South Korea
7444,Ultra Face Mask,Bourjois,7,Daily,116.76,4.9,4036,30ml,Combination,Male,Jar,Shea Butter,1,South Korea
7445,Divine Mascara,Milk Makeup,3,Weekly,29.11,3.2,4674,30ml,Normal,Female,Tube,Retinol,1,UK
7446,Magic Cleanser,Bite Beauty,4,Weekly,139.72,4.3,128,150ml,Oily,Unisex,Tube,Glycerin,1,Japan
7447,Divine BB Cream,KVD Beauty,17,Monthly,59.18,4,1106,250ml,Combination,Unisex,Stick,Vitamin C,1,UK
7448,Ultra Lip Gloss,Shiseido,23,Daily,80.85,2.1,5467,200ml,Dry,Male,Stick,Aloe Vera,0,Italy
7449,Magic CC Cream,Sisley,8,Weekly,44.67,1.2,7152,100ml,Sensitive,Unisex,Tube,Salicylic Acid,0,UK
7450,Divine Moisturizer,Huda Beauty,24,Weekly,11.87,1.3,9554,150ml,Dry,Unisex,Spray,Shea Butter,0,Germany
7451,Divine Mascara,Juvia’s Place,6,Monthly,98.65,3.4,9274,150ml,Oily,Male,Tube,Glycerin,1,Australia
7452,Magic Makeup Remover,Pat McGrath Labs,10,Weekly,68.32,3.8,8522,100ml,Dry,Male,Spray,Retinol,0,South Korea
7453,Perfect Exfoliator,Patrick Ta,20,Monthly,107.88,1.8,1141,50ml,Oily,Unisex,Stick,Retinol,1,Italy
7454,Perfect Mascara,Kiehl’s,13,Daily,121.63,4,8539,200ml,Sensitive,Male,Compact,Hyaluronic Acid,1,Australia
7455,Divine Bronzer,RMS Beauty,8,Monthly,28.24,1.8,5945,250ml,Sensitive,Male,Tube,Salicylic Acid,1,Germany
7456,Perfect Moisturizer,Rare Beauty,17,Occasional,140.56,3.1,7774,150ml,Sensitive,Male,Spray,Glycerin,1,Japan
7457,Super Blush,Pat McGrath Labs,15,Daily,80.01,4.8,1164,30ml,Oily,Male,Bottle,Retinol,0,France
7458,Super CC Cream,Perricone MD,19,Occasional,107.29,4.8,2675,50ml,Combination,Male,Bottle,Aloe Vera,1,Germany
7459,Super Eyeliner,Tatcha,20,Monthly,124.94,1,2421,200ml,Dry,Female,Compact,Shea Butter,0,Japan
7460,Super Face Oil,NARS,23,Weekly,45.55,4.4,9329,100ml,Combination,Male,Tube,Retinol,0,USA
7461,Perfect CC Cream,Natasha Denona,3,Monthly,35.46,3.6,8267,50ml,Dry,Male,Tube,Hyaluronic Acid,0,Australia
7462,Ultra Concealer,KVD Beauty,24,Daily,55.73,3.5,365,30ml,Oily,Unisex,Jar,Retinol,0,USA
7463,Magic CC Cream,Urban Decay,16,Daily,38.6,4.4,7465,30ml,Oily,Unisex,Compact,Retinol,0,Italy
7464,Ultra Moisturizer,Morphe,5,Monthly,72.91,1.7,6993,100ml,Sensitive,Male,Tube,Vitamin C,1,UK
7465,Divine CC Cream,Farsali,6,Weekly,67.51,4.5,7707,50ml,Normal,Female,Tube,Aloe Vera,0,Italy
7466,Ultra Mascara,Tatcha,17,Monthly,144.54,3.6,5789,150ml,Combination,Unisex,Jar,Vitamin C,0,South Korea
7467,Super Primer,Too Faced,18,Daily,67.63,4.3,4035,250ml,Dry,Male,Compact,Vitamin C,0,Australia
7468,Divine Mascara,Make Up For Ever,21,Occasional,23.38,4.9,3086,100ml,Normal,Male,Bottle,Aloe Vera,0,Italy
7469,Magic Foundation,Fenty Beauty,13,Weekly,129.31,4.2,5736,200ml,Combination,Male,Stick,Hyaluronic Acid,0,Germany
7470,Magic Face Oil,Bite Beauty,2,Weekly,64.24,3.4,7406,250ml,Oily,Female,Stick,Glycerin,0,Germany
7471,Super Eyeliner,Bobby Brown,23,Daily,13.49,2.9,8803,200ml,Sensitive,Unisex,Jar,Retinol,0,USA
7472,Super Exfoliator,Yves Saint Laurent,7,Daily,131.02,1.6,7161,100ml,Oily,Female,Spray,Salicylic Acid,0,Japan
7473,Super Contour,Huda Beauty,20,Weekly,75.58,2.2,8005,100ml,Sensitive,Unisex,Tube,Glycerin,0,Italy
7474,Divine Lip Gloss,Ilia Beauty,4,Monthly,44.92,1.8,4362,30ml,Sensitive,Unisex,Spray,Aloe Vera,0,Australia
7475,Ultra Highlighter,Patrick Ta,9,Occasional,88.2,3.9,9386,200ml,Normal,Unisex,Stick,Retinol,0,Japan
7476,Ultra Primer,RMS Beauty,15,Weekly,80.23,3.3,2832,250ml,Oily,Female,Jar,Salicylic Acid,0,France
7477,Super Face Oil,Pat McGrath Labs,11,Daily,24.7,2.6,3848,30ml,Combination,Unisex,Stick,Glycerin,0,Germany
7478,Super Setting Spray,KVD Beauty,16,Daily,145.4,3,6910,250ml,Dry,Unisex,Spray,Shea Butter,1,Germany
7479,Perfect Bronzer,Hourglass,19,Occasional,115,4.2,9369,30ml,Sensitive,Female,Compact,Shea Butter,0,France
7480,Super Lipstick,Sisley,10,Daily,23.77,2.4,4833,30ml,Sensitive,Female,Spray,Shea Butter,1,France
7481,Divine Serum,Natasha Denona,6,Weekly,72.51,4.4,2888,200ml,Sensitive,Male,Jar,Hyaluronic Acid,0,France
7482,Magic Mascara,Tatcha,24,Occasional,61.93,1.2,9463,200ml,Normal,Female,Jar,Shea Butter,1,Germany
7483,Magic Cleanser,Yves Saint Laurent,2,Weekly,15.02,3.2,3450,150ml,Sensitive,Unisex,Jar,Aloe Vera,1,Germany
7484,Divine CC Cream,Make Up For Ever,7,Monthly,83.83,3.9,4088,250ml,Combination,Female,Stick,Aloe Vera,1,UK
7485,Super Contour,NARS,13,Daily,69.77,4,1113,50ml,Combination,Male,Jar,Vitamin C,0,Japan
7486,Magic Setting Spray,Too Faced,6,Monthly,111.05,3.6,7486,100ml,Dry,Male,Compact,Aloe Vera,1,Germany
7487,Perfect Powder,KVD Beauty,19,Occasional,61.74,2,9812,50ml,Dry,Female,Compact,Vitamin C,0,Italy
7488,Perfect Face Mask,RMS Beauty,7,Monthly,53.9,2.8,9396,50ml,Oily,Unisex,Bottle,Salicylic Acid,1,UK
7489,Divine Face Oil,Kylie Cosmetics,17,Weekly,90.53,5,5591,100ml,Normal,Male,Bottle,Retinol,1,Australia
7490,Divine Moisturizer,Charlotte Tilbury,23,Occasional,110.29,2,5168,200ml,Sensitive,Female,Stick,Vitamin C,1,Australia
7491,Divine CC Cream,Urban Decay,6,Weekly,84.42,3.8,8179,30ml,Combination,Male,Tube,Aloe Vera,1,Australia
7492,Magic Primer,Becca,14,Daily,26.23,4.6,1170,150ml,Sensitive,Male,Stick,Vitamin C,1,South Korea
7493,Ultra Face Oil,E.l.f.,18,Daily,132.59,2.8,7140,250ml,Normal,Female,Tube,Retinol,1,Japan
7494,Divine Face Oil,Too Faced,6,Occasional,15.32,1.9,3045,150ml,Normal,Unisex,Compact,Shea Butter,0,USA
7495,Ultra CC Cream,Milk Makeup,3,Monthly,86.41,2.2,1432,200ml,Oily,Male,Bottle,Aloe Vera,1,France
7496,Magic Moisturizer,Bite Beauty,20,Daily,31.9,3.2,7690,30ml,Dry,Unisex,Stick,Vitamin C,0,Italy
7497,Magic Face Mask,KVD Beauty,8,Daily,130.23,3.7,7347,30ml,Normal,Male,Jar,Aloe Vera,1,South Korea
7498,Ultra BB Cream,NARS,14,Weekly,94.54,4.2,2401,50ml,Oily,Unisex,Jar,Shea Butter,1,Australia
7499,Super Face Mask,NARS,22,Occasional,82.26,2.3,3852,100ml,Oily,Unisex,Spray,Vitamin C,1,Italy
7500,Super Concealer,Farsali,6,Daily,70.1,4.2,3549,200ml,Sensitive,Male,Spray,Hyaluronic Acid,1,UK
7501,Divine Lip Liner,Patrick Ta,15,Occasional,32.69,2.6,8386,250ml,Dry,Male,Tube,Salicylic Acid,0,South Korea
7502,Divine Lipstick,Bite Beauty,17,Monthly,131.1,2.9,7385,30ml,Combination,Unisex,Bottle,Retinol,1,South Korea
7503,Ultra Moisturizer,Make Up For Ever,24,Daily,38.31,4.6,2780,30ml,Normal,Female,Bottle,Salicylic Acid,0,USA
7504,Ultra Primer,Kiehl’s,22,Weekly,110.73,2.1,3452,200ml,Sensitive,Male,Bottle,Vitamin C,0,South Korea
7505,Super BB Cream,Kiehl’s,5,Occasional,95.99,3.5,9271,150ml,Sensitive,Male,Stick,Shea Butter,1,Japan
7506,Perfect Lipstick,Natasha Denona,4,Daily,100.61,2.7,3084,100ml,Combination,Unisex,Bottle,Shea Butter,1,USA
7507,Perfect Foundation,Bite Beauty,2,Occasional,58.47,3.2,4415,150ml,Normal,Male,Jar,Shea Butter,0,UK
7508,Divine Moisturizer,Sisley,7,Weekly,129.07,2.3,4094,200ml,Normal,Unisex,Jar,Vitamin C,0,USA
7509,Ultra Lipstick,Tarte,14,Weekly,142.81,2.4,7461,100ml,Sensitive,Unisex,Compact,Hyaluronic Acid,1,Germany
7510,Divine Lip Gloss,Too Faced,14,Monthly,64.47,4.8,3305,100ml,Sensitive,Male,Spray,Retinol,0,France
7511,Magic Moisturizer,Farsali,17,Daily,116.95,1.6,2745,30ml,Combination,Male,Tube,Salicylic Acid,1,Italy
7512,Ultra Mascara,Rare Beauty,7,Weekly,19.21,3,931,100ml,Normal,Male,Jar,Aloe Vera,0,USA
7513,Perfect Bronzer,Natasha Denona,23,Daily,146.09,2.7,4288,150ml,Sensitive,Unisex,Stick,Hyaluronic Acid,0,Japan
7514,Super Highlighter,NARS,7,Occasional,50.58,1.3,8287,200ml,Sensitive,Unisex,Stick,Salicylic Acid,0,USA
7515,Perfect Cleanser,Bobby Brown,23,Monthly,38.12,4,9903,150ml,Dry,Male,Tube,Salicylic Acid,0,Australia
7516,Super Exfoliator,Pat McGrath Labs,24,Daily,40.48,1.2,4490,250ml,Sensitive,Female,Compact,Glycerin,1,Germany
7517,Super Lip Liner,Shiseido,19,Weekly,42.34,1.7,1926,50ml,Dry,Female,Jar,Hyaluronic Acid,0,UK
7518,Perfect Primer,Kiehl’s,16,Monthly,47.32,4.1,1495,50ml,Combination,Unisex,Stick,Hyaluronic Acid,1,South Korea
7519,Divine Cleanser,Tarte,7,Monthly,40.45,4.2,722,200ml,Oily,Unisex,Compact,Hyaluronic Acid,0,Italy
7520,Perfect Highlighter,Tatcha,1,Daily,90.6,1.1,3087,150ml,Oily,Male,Compact,Glycerin,0,Japan
7521,Magic Bronzer,Ilia Beauty,16,Monthly,13.73,4.9,7768,100ml,Normal,Male,Bottle,Shea Butter,1,USA
7522,Ultra Contour,RMS Beauty,5,Daily,63.53,4.3,1958,50ml,Combination,Unisex,Spray,Hyaluronic Acid,0,Japan
7523,Super Makeup Remover,Anastasia Beverly Hills,15,Daily,117.08,1.6,8632,150ml,Oily,Female,Spray,Shea Butter,1,Australia
7524,Super Primer,Ilia Beauty,19,Daily,75.36,4,4310,50ml,Oily,Male,Stick,Shea Butter,1,UK
7525,Super Lip Liner,Farsali,21,Monthly,80.72,4.7,7292,200ml,Combination,Male,Spray,Salicylic Acid,1,Japan
7526,Perfect Lip Gloss,Yves Saint Laurent,12,Weekly,149.9,1.1,2192,150ml,Oily,Male,Stick,Shea Butter,1,Germany
7527,Super Face Oil,Becca,17,Daily,25.93,1.5,9960,250ml,Sensitive,Male,Bottle,Salicylic Acid,0,UK
7528,Ultra Exfoliator,ColourPop,9,Occasional,103.28,3.5,2011,50ml,Normal,Unisex,Bottle,Aloe Vera,0,Italy
7529,Ultra Contour,Fenty Beauty,20,Weekly,110.59,1.3,6781,250ml,Combination,Male,Bottle,Aloe Vera,0,USA
7530,Perfect BB Cream,Kylie Cosmetics,3,Weekly,113.65,3.5,7631,50ml,Oily,Female,Stick,Glycerin,1,South Korea
7531,Divine Concealer,Glossier,13,Occasional,138.69,1.4,5962,100ml,Oily,Male,Compact,Retinol,1,USA
7532,Magic Bronzer,Yves Saint Laurent,19,Weekly,114.94,3.7,3299,150ml,Combination,Female,Bottle,Aloe Vera,0,France
7533,Divine Cleanser,E.l.f.,22,Occasional,115.26,3.4,5949,100ml,Normal,Male,Stick,Glycerin,0,France
7534,Super Setting Spray,Kylie Cosmetics,7,Daily,130.75,3.6,9432,150ml,Dry,Unisex,Spray,Aloe Vera,0,South Korea
7535,Divine Primer,Yves Saint Laurent,23,Occasional,37.22,1.4,3771,250ml,Combination,Unisex,Jar,Glycerin,0,Italy
7536,Ultra Blush,Sisley,6,Weekly,122.68,2.4,4685,30ml,Normal,Female,Stick,Retinol,0,Japan
7537,Divine Setting Spray,Bobby Brown,9,Daily,138.42,4.8,607,200ml,Sensitive,Unisex,Stick,Vitamin C,0,Japan
7538,Perfect Face Mask,E.l.f.,19,Daily,97.12,1.2,1576,250ml,Oily,Unisex,Compact,Hyaluronic Acid,1,France
7539,Perfect Moisturizer,Tarte,2,Occasional,58.92,2,486,100ml,Dry,Male,Tube,Salicylic Acid,0,Germany
7540,Divine Lip Gloss,Bobby Brown,3,Weekly,62.51,2.8,6223,200ml,Oily,Unisex,Compact,Aloe Vera,1,Australia
7541,Ultra Blush,KVD Beauty,11,Daily,41.18,1.9,5322,30ml,Dry,Unisex,Compact,Hyaluronic Acid,0,UK
7542,Magic BB Cream,Natasha Denona,16,Occasional,37.44,2.7,1707,150ml,Oily,Female,Tube,Retinol,0,Germany
7543,Magic Face Oil,Rare Beauty,13,Occasional,44.23,2.6,7509,100ml,Sensitive,Male,Stick,Shea Butter,1,South Korea
7544,Ultra Powder,Make Up For Ever,4,Occasional,129.7,3.1,2835,50ml,Normal,Male,Compact,Hyaluronic Acid,0,UK
7545,Super Setting Spray,Bourjois,1,Daily,90.69,3.9,1510,50ml,Oily,Female,Compact,Hyaluronic Acid,1,USA
7546,Ultra Setting Spray,Anastasia Beverly Hills,2,Daily,125.46,1.4,9549,30ml,Oily,Male,Stick,Aloe Vera,0,USA
7547,Magic Mascara,Make Up For Ever,4,Weekly,53.34,3.6,7935,250ml,Sensitive,Male,Bottle,Retinol,1,Australia
7548,Divine Serum,Yves Saint Laurent,8,Daily,122.24,4.9,687,100ml,Normal,Female,Stick,Vitamin C,0,Germany
7549,Ultra CC Cream,Morphe,16,Monthly,21.36,4.7,5434,250ml,Combination,Female,Tube,Shea Butter,0,Germany
7550,Divine Contour,Tatcha,18,Weekly,89.48,4.9,7942,250ml,Combination,Female,Spray,Aloe Vera,1,Italy
